Polygon 1	9	-69.899121094	12.452001953
		-69.895703125	12.422998047
		-69.942187500	12.438525391
		-70.004150391	12.500488281
		-70.066113281	12.546972656
		-70.050878906	12.597070312
		-70.035107422	12.614111328
		-69.973144531	12.567626953
		-69.911816406	12.480468750
Polygon 2	409	74.526464844	37.030664062
		74.541406250	37.022167969
		74.431054688	36.983691406
		74.194726563	36.896875000
		74.038867188	36.825732422
		74.001855469	36.823095703
		73.907812500	36.852929687
		73.769140625	36.888476562
		73.731835938	36.887792969
		73.411132813	36.881689453
		73.116796875	36.868554687
		72.993750000	36.851611328
		72.766210938	36.835009766
		72.622851563	36.829589844
		72.531347656	36.802001953
		72.431152344	36.765820312
		72.326953125	36.742382812
		72.249804688	36.734716797
		72.156738281	36.700878906
		72.095605469	36.633740234
		71.920703125	36.534179688
		71.822265625	36.486083984
		71.772656250	36.431835937
		71.716406250	36.426562500
		71.620507813	36.436474609
		71.545898438	36.377685547
		71.463281250	36.293261719
		71.312597656	36.171191406
		71.232910156	36.121777344
		71.185058594	36.042089844
		71.220214844	36.000683594
		71.342871094	35.938525391
		71.397558594	35.880175781
		71.427539063	35.833740234
		71.483593750	35.714599609
		71.519042969	35.597509766
		71.571972656	35.546826172
		71.587402344	35.460839844
		71.600585938	35.407910156
		71.571972656	35.370410156
		71.545507813	35.328515625
		71.545507813	35.288867187
		71.577246094	35.247998047
		71.605273438	35.211767578
		71.620507813	35.183007812
		71.601660156	35.150683594
		71.545507813	35.101416016
		71.517089844	35.051123047
		71.455078125	34.966943359
		71.358105469	34.909619141
		71.294140625	34.867724609
		71.225781250	34.779541016
		71.113281250	34.681591797
		71.065625000	34.599609375
		71.016308594	34.554638672
		70.965625000	34.530371094
		70.978906250	34.486279297
		71.022949219	34.431152344
		71.095703125	34.369433594
		71.092382813	34.273242187
		71.089062500	34.204052734
		71.091308594	34.120263672
		71.051562500	34.049707031
		70.848437500	33.981884766
		70.654003906	33.952294922
		70.415722656	33.950439453
		70.325683594	33.961132812
		70.253613281	33.975976562
		69.994726563	34.051806641
		69.889648438	34.007275391
		69.868066406	33.897656250
		70.056640625	33.719873047
		70.134179688	33.620751953
		70.219726563	33.454687500
		70.284179688	33.369042969
		70.261132813	33.289013672
		70.090234375	33.198095703
		69.920117188	33.112500000
		69.703710938	33.094726563
		69.567773438	33.064160156
		69.501562500	33.020068359
		69.453125000	32.832812500
		69.404589844	32.764257812
		69.405371094	32.682714844
		69.359472656	32.590332031
		69.289941406	32.530566406
		69.241406250	32.433544922
		69.256542969	32.249462891
		69.279296875	31.936816406
		69.186914063	31.838085937
		69.083105469	31.738476562
		68.973437500	31.667382812
		68.868945313	31.634228516
		68.782324219	31.646435547
		68.713671875	31.708056641
		68.673242188	31.759716797
		68.597656250	31.802978516
		68.520703125	31.794140625
		68.443261719	31.754492187
		68.319824219	31.767675781
		68.213964844	31.807373047
		68.161035156	31.802978516
